Boek;Hfd;Passage;Titel;Toelichting;Vraag
41;9;Marcus 9:30-41;Belangrijkheid ;Jezus zegt: ‘De ​Mensenzoon​ zal uitgeleverd worden aan mensen die hem zullen doden. Maar drie dagen later zal hij opstaan uit de dood’ (BGT).  Maar de leerlingen begrijpen zijn woorden niet. In plaats van echt naar Jezus te luisteren gaan ze ruziemaken. Ze willen weten wie van hen de belangrijkste is. Jezus laat met hulp van een kind zien hoe je zijn boodschap moet begrijpen: je moet de onbelangrijkste willen zijn, en andere mensen dienen. Als je zorgt voor mensen die onbelangrijk lijken, die aan de rand van de samenleving staan, dan doe je wat Jezus bedoelt.;Wie kun jij dienen? Probeer vandaag eens iets te doen voor iemand voor wie je normaal geen belangstelling hebt.
41;9;Marcus 9:38-50;Alles opgeven?;Wat een harde woorden spreekt Jezus hier weer! ‘Stel dat je hand iets slechts doet, iets dat jou weghaalt bij God. Hak je hand dan af’ (BGT). Bedoelt Jezus dat letterlijk? Nee, maar wel heel serieus. Jezus geeft zijn luisteraars hier een keuze. Wat vind je meer waard: je hand/je voet/je oog of een plaats in Gods nieuwe wereld? Als er dingen zijn die jou bij God weghouden, moet je die dingen wegdoen. Zelfs als het dingen zijn waarvan je denkt dat je er niet zonder kan.;Probeer vandaag eens één ding te bedenken dat jou kan afhouden van een leven met God. Hoe kun je daar afscheid van nemen?
41;9;Marcus 9:42-50;Amputatie ;Wat een harde woorden spreekt Jezus hier weer! ‘Stel dat je hand iets slechts doet, iets dat jou weghaalt bij God. Hak je hand dan af’ (BGT). Bedoelt Jezus dat letterlijk? Nee, maar wel heel serieus. Jezus geeft zijn luisteraars hier een keuze. Wat vind je meer waard: je hand/je voet/je oog, of een plaats in Gods nieuwe wereld? Als er dingen zijn die jou bij God weghouden, moet je die dingen wegdoen. Zelfs als het dingen zijn waarvan je denkt dat je er niet zonder kan.;Probeer vandaag eens te bedenken welke dingen jou kunnen afhouden van een leven met God. Hoe kun je daar afscheid van nemen?
41;10;Marcus 10:1-16;Huwelijkswet;De farizeeërs wisten alles over de wet. Het was hun taak om mensen te onderwijzen over die wet van God, zodat iedereen wist wat God verwacht. Ze testen Jezus door het stellen van een vraag. Hij wijst hen op hun eigen kennis: wat staat erover in de wet? Jezus legt uit dat de wet en regels bedoeld zijn om mensen te helpen om vanuit liefde te handelen. Vanuit liefde zouden man en vrouw volgens God bij elkaar blijven. Maar wanneer die liefde er niet meer is, dan geldt de wet.;Wat vind je makkelijker: vanuit liefde handelen of de regels volgen?
41;10;Marcus 10:13-22;Kinderen van het koninkrijk ;In de tijd van Jezus werden kinderen niet als voorbeeld gezien – zij moesten juist een voorbeeld nemen aan volwassenen. Jezus laat zien dat je de onbelangrijkste moet willen zijn, de allerlaatste, en alles moet willen opgeven als je in Gods nieuwe wereld wilt komen. Het gaat erom dat je je niet meer bezighoudt met dingen die veel mensen belangrijk vinden: je baan, je status, je geld, enzovoort. Gods nieuwe wereld is voor hen die weten dat ze God nodig hebben, die zwak en kwetsbaar als een kind durven te zijn.;Wie heeft in onze maatschappij weinig status? Wat kun je van deze mensen leren?
41;10;Marcus 10:17-31;Kinderen van het koninkrijk;Gisteren lazen we over de kinderen die bij Jezus worden gebracht. Jezus zei toen dat juist kinderen op een heel natuurlijke manier bij Hem en bij Gods nieuwe wereld horen. Voor de man in het verhaal vandaag geldt het tegenovergestelde. Hij houdt zich aan alle regels, maar zijn geld, zijn status en zijn plek in de maatschappij wil hij niet zomaar opgeven voor een beloning in een neuwe wereld die misschien wel nooit aanbreekt. Schatten in het hier en nu zijn nu eenmaal aantrekkelijker dan schatten in de hemel.;Herken je de aarzeling van de man in het verhaal? Wat vind jij zo mooi aan de gedachte aan Gods nieuwe wereld dat je er toch iets voor wil opgeven?
41;10;Marcus 10:23-31;Door het oog van een naald ;Naast de letterlijke betekenis van Jezus’ woorden kun je er ook een andere uitleg aan geven. Behalve de grote poorten in de stadsmuur van Jeruzalem was er een klein poortje, met de bijnaam ‘oog van de naald’. Wie door dat kleine poortje wilde gaan, moest eerst de kamelen van hun bagage en zadel ontdoen, zodat zij door het kleine poortje pasten. Op die manier gelezen zegt Jezus dat rijke mensen zoveel ballast of bagage meedragen dat het voor hen moeilijk is om door dat kleine poortje het Koninkrijk binnen te gaan.;Draag jij ballast bij je waardoor het moeilijk is je te richten op het Koninkrijk van God? Wat is dat?
41;10;Marcus 10:32-45;Dienen;De leerlingen van Jezus zijn steeds ongerust. Wat zal er met Jezus en met hen gebeuren als ze in Jeruzalem aankomen? Er is ook onrust over de toekomst na dit leven. Zullen zij nog bij Jezus in de buurt zijn? Twee leerlingen besluiten het Jezus te vragen: mogen wij dan naast U zitten? Terwijl Jezus zich voorbereidt op zijn lijden en sterven, zijn de leerlingen bezig een goed plaatsje voor zichzelf te regelen. Jezus antwoordt: je hoort bij Mij wanneer je de ander dient.;Dienend leiderschap gaat uit van de nood en behoefte van de ander. Ken jij voorbeelden van dienende leiders?
41;10;Marcus 10:46-52;Weer zien ;Een deel van het Joodse volk verwachtte dat er een nakomeling van David zou komen. Die zou ervoor zorgen dat Israël weer één koninkrijk zou zijn. Jezus is inderdaad de Zoon van David. Maar Hij komt niet met geweld. Hij komt juist om onbelangrijke mensen te helpen, zoals de blinde Bartimeüs. Juist Bartimeüs ziet wie Jezus is: de ‘Zoon van David’. Zo laat Jezus zien hoe je andere mensen moet dienen: door mensen aan de rand van de samenleving te zien. Door stil te staan en aandacht te hebben.;Voor wie zou jij vandaag meer aandacht kunnen hebben?
41;10;Marcus 10:46-52;Zien door geloof;Een deel van het Joodse volk verwachtte dat er een nakomeling van David zou komen. Die zou ervoor zorgen dat Israël weer één koninkrijk zou zijn. Jezus is inderdaad de Zoon van David. Maar Hij komt niet met geweld. Hij komt juist om onbelangrijke mensen te helpen, zoals de blinde Bartimeüs. Juist Bartimeüs ziet wie Jezus is: de ‘Zoon van David’. De manier waarop Jezus naar hem omziet, is verrassend. Hij geneest Bartimeüs niet zomaar, maar vraagt eerst wat hij voor hem kan doen.;Wat zou jij antwoorden als Jezus deze vraag aan jou zou stellen?
41;11;Marcus 11:1-11;Erepalmen;Dit stukje van het evangelie wordt in de kerk meestal met Palmpasen gelezen, de eerste dag van de stille week. Maar op dit moment in het verhaal zijn de mensen nog alles behalve stil: ze juichen voor koning Jezus. Jezus komt Jeruzalem binnen op een ezel, zoals in Zacharia 9:9 ook staat beschreven over de beloofde koning. De mensen juichen, want deze koning is door God gestuurd en zal vrede brengen (Zacharia 9:10). Voor de mensen die geloven dat Hij die beloofde koning is, laat Jezus’ intocht op een ezel al iets zien van hoe het koninkrijk eruit zal zien dat Hij zal brengen: een koninkrijk van vrede en gerechtigheid.;Aan wat voor scènes uit onze tijd denk jij bij de beschrijving van Jezus' intocht? Waarom zouden de mensen zo hard juichen voor artiesten, sporters, enzovoorts?
41;11;Marcus 11:12-26;Het gaat om de vruchten;Jezus vervloekt een boom omdat er geen vruchten aan zitten. De volgende dag legt Hij aan zijn leerlingen uit waarom. En die uitleg is voor ons misschien al net zo moeilijk te begrijpen: geloof dat je het al hebt gekregen. Dat klinkt alsof het aan je eigen geloof ligt of iets gebeurt of niet. Maar geloven heeft alles te maken met vertrouwen: vertrouw je op Jezus? Vertrouw je Hem dat Hij het goede zal geven? Als je zo kunt geloven, mag je ook de vruchten ervan plukken en zien dat je geloof werkelijkheid wordt.;Wat maakt het voor jou makkelijk of moeilijk om God te vertrouwen?
41;11;Marcus 11:27-33;Vragen zonder antwoorden;Het komt ons inmiddels bekend voor: religieuze en politieke leiders die een conflict hebben met Jezus. Dit keer is er een discussie in de tempel in Jeruzalem, de heiligste plek van Israël. Althans: dat zou het moeten zijn, maar de religieuze leiders profiteren maar al te graag mee van de handel in offerdieren die er plaatsvindt - totdat Jezus er een stokje voor steekt. Het gaat opnieuw om de vraag of Jezus van God komt of niet. Jezus laat duidelijk merken dat God Hem het recht geeft om te doen wat Hij doet. Maar antwoord geven op de vraag van de leiders? Dat laat Marcus aan de lezer zelf over.;Wat denk jij over Jezus’ reactie op de vragen die Hem worden gesteld?
41;12;Marcus 12:1-12;Gelijkenis begrepen;Jezus vertelt een voorbeeldverhaal over een wijngaard. De religieuze leiders snappen dat het voorbeeld over henzelf gaat: zij zijn de moordenaars. Het past in het beeld dat Marcus laat zien: Jezus kan niet ontkomen aan het lot dat Hem te wachten staat. Hij zal ter dood worden gebracht. Het voorbeeld dat Jezus geeft, gaat vooral over Israël en de slechte leiders in de tijd van Jezus. Maar je kunt de wijngaard ook zien als een beeld voor de hele wereld. God heeft de wereld gemaakt, maar Hij wil dat wij ervoor zorgen, op een manier die recht doet aan Gods bedoeling. Wij zijn werknemers, geen eigenaren.;Hoe zorg jij voor recht en gerechtigheid op het stukje van de wereld waar jij invloed op hebt?
41;12;Marcus 12:13-27;Ieder het zijne;Jezus praat met verschillende groepen Joden, zoals de farizeeën en de sadduceeën. Ze hebben hun eigen opvattingen over het geloof en de Joodse wet en eigen ideeën over godsdienst en politiek. Belangrijker dan de verschillen is wat Jezus antwoordt: geef aan de machthebbers van deze wereld wat van hen is, en geef aan God wat van God is. Geloof in God als een God van levende mensen, ook na de dood. En het allerbelangrijkste: houd van God én van de mensen om je heen evenveel als van jezelf.;Welke van deze drie antwoorden van Jezus brengt voor jou Gods nieuwe wereld het meest dichtbij?
41;12;Marcus 12:28-37;Dicht bij Gods nieuwe wereld;De mensen in de tempel horen graag over Gods nieuwe wereld. Vaak willen ze weten wat ze moeten doen om daar bij te horen. Misschien wil de Schriftgeleerde daarom weten wat de belangrijkste geboden zijn. Alle wetten van God zijn samen te vatten tot deze twee: heb God lief, boven alles, en anderen als jezelf. Hij benadrukt ook dat er maar een God is. Als Jezus dat beaamt, is de schriftgeleerde gerustgesteld. Jezus voegt er echter aan toe dat David sprak over een Heer als zijn God. Die Heer – dat is Jezus!;Wat helpt jou om meer te begrijpen van Gods nieuwe wereld?
41;12;Marcus 12:38–44;Rijk en arm;In de tijd van de Bijbel was een weduwe heel kwetsbaar. Volgens de Joodse wet had ze recht op een deel van de oogst die de mensen aan de tempel gaven (Deuteronomium 14:28-29). Maar in dit verhaal is het andersom: de weduwe geeft juist alles wat ze heeft aan de tempel. Al het geld waarvan ze moet leven. De absolute waarde hiervan is maar klein - een paar euro's misschien. Maar omdat het haar echt iets kost, is het veel meer waard dan wat de rijken hebben gegeven van het geld dat ze overhadden. Het maakt haar tot een voorbeeld voor de mensen aan wie Jezus lesgeeft.;Hoe vaak geef jij God iets wat belangrijk voor je is, iets waardoor je echt iets op het spel zet?
41;13;Marcus 13:1-13;Weeën;‘Hoe kan er een God bestaan als er zoveel lijden in de wereld is?’ Die vraag wordt wereldwijd gesteld. Hier legt Jezus uit dat dit lijden (ziekte, hongersnoden, oorlog, oorlogsdreiging) er is, maar dat dit de leerlingen niet moet verontrusten. Petrus, Jakobus, Johannes en Andreas zijn de vier leerlingen die Jezus als eerste geroepen heeft (Marcus 1:16-20). Zij mogen nu als eerste horen wat Jezus vertelt over de toekomst. De gebeurtenissen klinken dramatisch, maar het zijn de weeën die komen voordat Gods nieuwe wereld geboren wordt.;Staat het lijden in de wereld jouw geloof weleens in de weg? Hoe kan deze tekst je dan helpen?
41;13;Marcus 13:14-27;Wees gewaarschuwd;Het zijn indringende en heftige beelden van een tijd die zal komen. En confronterende voorspellingen van wat er met de volgelingen van Jezus zal gebeuren. De situatie is dringend, dus let goed op en zorg dat je dicht bij God blijft! Marcus wil dat de lezer dát begrijpt. In het lijden is het dus steeds de vraag: wat doe jij? Blijf je goed opletten, laat je je verleiden of blijf je bidden?;Wat doe jij als je hoort van lijden – dichtbij of ver weg? Wat zou kunnen helpen om op God te blijven vertrouwen?
41;13;Marcus 13:28-37;Wees waakzaam;Het Joodse paasfeest breekt in deze tekst bijna aan, een vrolijk feest waarbij bevrijding centraal staat. Vlak daarvoor klinken deze waarschuwende woorden van Jezus. Jezus benadrukt dat het belangrijk is om waakzaam te zijn, om de tekenen van het einde te herkennen. De volgende dag zal Jezus een aantal leerlingen vragen om wakker te blijven als Hij gaat bidden. Zij moeten letterlijk waakzaam zijn, maar ze vallen steeds weer in slaap. Daarna worden ze geconfronteerd met de arrestatie en het lijden van Jezus. En vluchten zij allen weg. Zo moeilijk is het kennelijk om waakzaam te blijven!;Op welke manier zouden gelovigen waakzaamheid kunnen oefenen?
41;14;Marcus 14:1-11;Weet je wel wat dat kost! ;Het is voor ons misschien wel een beetje een schurende tekst: zoveel geld uitgeven aan het zalven of eren van Jezus, terwijl je het aan de armen had kunnen geven? We begrijpen de omstanders heel goed, we vinden tenslotte ook dat je als volgeling van Jezus de armen moet helpen. Toch doet deze vrouw iets goeds. Ze zalft Jezus – zoals een koning gezalfd werd – als teken van zijn begrafenis. Ze eert Jezus voor wat Hij voor de mensen gaat doen: sterven aan het kruis. Zij voelt: wat Jezus voor mij doet, is zo kostbaar, daar wil ik Hem voor danken – al kost het me een jaarsalaris.;Op welke manier kun jij Jezus danken voor wat Hij heeft gedaan?
41;14;Marcus 14:12-72;Maaltijd en meer ;Tijdens het Laatste Avondmaal zegt Jezus tegen de leerlingen dat de wijn zijn bloed is (vers 23-24). Zoals het bloed van een lam de Israëlieten van de farao redde (Exodus 12:21-23), zo redt Jezus’ bloed alle mensen die dat willen ‘van al onze zonden’. Terwijl we verder lezen, zien we hoe verschillende leerlingen reageren op de gebeurtenissen. Niets menselijks is hun vreemd: ze liegen dat ze Jezus niet kennen, vluchten weg. Jezus weet dat de leerlingen dit zullen doen, lezen we in vers 27-30, maar ondanks hun fouten geeft Jezus hun deze belofte van Gods redding.;Wat betekent de beker van verzoening tijdens het avondmaal voor jou?
41;15;Marcus 15:1-47;Werkelijk, deze mens was Gods Zoon ;Op het moment dat Jezus sterft, scheurt het voorhangsel, het gordijn in de tempel. Dit gordijn was de afscheiding voor het allerheiligste: de ruimte waar de ark stond (Exodus 26:33). Slechts één keer per jaar mocht de hogepriester achter dat gordijn komen. Maar het scheuren van het voorhangsel maakt de weg vrij voor álle mensen om Jezus’ boodschap te horen en bij God te komen. En Marcus vertelt over een niet-jood, een Romeinse soldaat, die in dit lijdensverhaal de eerste is die eindelijk hardop zegt waar het hier om gaat: ‘Werkelijk, deze mens was Gods Zoon’ (vers 39).;Welke gedeelte uit Marcus 15 raakt jou? Waarom?
41;16;Marcus 16:1-8;De eerste getuigen ;De Heer is waarlijk opgestaan! Deze groet klinkt in veel kerken op paaszondag. Maar de eerste getuigen van Jezus’ opstanding zijn vooral vreselijk geschrokken. De vrouwen schrikken van het open graf en de man die ze daar treffen. Hoewel hij zegt dat ze niet bang hoeven zijn, blijven de vrouwen bevangen door angst – zo erg zelfs dat ze er met niemand over praten. De oorspronkelijke tekst van Marcus eindigt hier: een leeg graf, maar niemand die erover durft te vertellen. Toch is het goede nieuws van Pasen doorverteld, want vandaag vieren we: de Heer is opgestaan!;Durf je vandaag een huisgenoot of iemand die je spreekt met deze paasgroet te groeten? De Heer is waarlijk opgestaan!
41;16;Marcus 16:9-20;Overtuigd ;Aan het einde van het boek verwacht je een mooi slot: iedereen is blij en gelukkig. Maar dit slot is heel menselijk. Ondanks verschillende getuigen geloven de leerlingen het niet, pas als Jezus zelf in hun midden staat, zijn ze eindelijk overtuigd: Jezus leeft! En deze leerlingen moeten de wereld in gaan om het goede nieuws te vertellen, om wonderen te doen en zieken beter te maken. Deze leerlingen vinden het moeilijk om te geloven: het zijn maar gewone mensen, net als jij en ik. Maar Jezus helpt hen (vers 20) en dat maakt een wereld van verschil.;Welke taak durf jij uit te voeren, als je weet dat Jezus je daarbij helpt?
